,0,1,2,3,4,5,6,7,Class
0,-0.8781180881955003,0.5108359962471896,-0.07355478927245392,0.5144490455935558,0.5178059966408579,-0.5519903549544822,-0.8551373262739929,-0.9187497647865497,G
1,-0.02323451427686024,0.12058695404154442,1.1909974618299048,1.6320645173221724,0.03743465259659227,-0.5519903549544822,-0.21437932114469013,-0.5181113375318634,O
2,-0.02323451427686024,0.9010850384528347,-1.3381070403748128,0.14191055501735017,0.9981773406851235,0.9704416721067376,0.42637868398461265,-0.11747291027717734,Q
3,-0.8781180881955003,-1.050160172575391,-2.181141874443052,-0.9757049167112666,0.03743465259659227,-1.6938143752503971,-1.4958953314032957,-0.5181113375318634,A
4,-0.02323451427686024,1.2913340806584799,1.6125148788640244,-0.23062793555885538,0.03743465259659227,-0.17138234818917727,-0.21437932114469013,-0.9187497647865497,X
5,-1.3055598751548203,-1.4404092147810363,-0.4950722063065735,-0.23062793555885538,0.03743465259659227,-0.17138234818917727,-0.21437932114469013,-0.5181113375318634,I
6,-0.8781180881955003,0.12058695404154442,2.034032295898144,0.8869875361697613,1.9589200287736548,0.20922565857612768,-0.21437932114469013,-0.5181113375318634,C
7,2.11397442051974,-1.4404092147810363,-1.7596244574089324,2.7496799890507893,0.03743465259659227,0.9704416721067376,-1.4958953314032957,-0.5181113375318634,M
8,0.8316490596417798,-1.4404092147810363,-1.7596244574089324,2.7496799890507893,0.03743465259659227,-0.17138234818917727,-0.21437932114469013,-1.3193881920412358,N
9,-0.8781180881955003,1.6815831228641251,2.034032295898144,0.14191055501735017,-0.923308035491939,-0.5519903549544822,-0.8551373262739929,-0.5181113375318634,Z
10,-1.3055598751548203,-0.6599111303697459,1.6125148788640244,-1.348243407287472,0.9981773406851235,-1.6938143752503971,-0.8551373262739929,-0.11747291027717734,L
11,1.68653263356042,0.9010850384528347,-1.3381070403748128,0.14191055501735017,0.9981773406851235,-0.17138234818917727,-0.21437932114469013,-0.9187497647865497,G
12,0.4042072726824598,-0.6599111303697459,-1.3381070403748128,-0.9757049167112666,0.5178059966408579,-1.6938143752503971,-1.4958953314032957,-0.11747291027717734,A
13,2.9688579944383804,-0.6599111303697459,-0.916589623340693,-0.603166426135061,-0.44293669144767334,-0.9325983617197872,-2.1366533365325986,-0.11747291027717734,M
14,-0.02323451427686024,0.5108359962471896,0.3479626277616657,-0.23062793555885538,-1.4036793795362046,-0.17138234818917727,0.42637868398461265,0.28316551697750886,Y
15,-0.8781180881955003,-1.4404092147810363,-0.916589623340693,2.377141498474584,2.919662716862186,0.20922565857612768,-1.4958953314032957,1.8857192259962534,J
16,-0.4506763012361803,0.12058695404154442,-0.07355478927245392,0.14191055501735017,-0.923308035491939,-0.5519903549544822,-0.8551373262739929,-0.5181113375318634,R
17,0.8316490596417798,-1.050160172575391,-1.3381070403748128,-0.9757049167112666,-0.44293669144767334,0.9704416721067376,1.7078946942432183,0.683803944232195,W
18,-0.4506763012361803,1.2913340806584799,1.6125148788640244,0.14191055501735017,0.03743465259659227,-0.17138234818917727,-0.21437932114469013,-0.9187497647865497,Z
19,0.4042072726824598,-0.6599111303697459,-0.07355478927245392,-0.23062793555885538,-1.4036793795362046,1.3510496788720425,1.0671366891139153,-0.5181113375318634,V
20,0.4042072726824598,0.9010850384528347,-0.4950722063065735,0.5144490455935558,-0.923308035491939,-0.5519903549544822,-0.21437932114469013,-0.9187497647865497,B
21,-0.02323451427686024,0.9010850384528347,-0.916589623340693,-0.23062793555885538,1.4785486847293892,0.9704416721067376,0.42637868398461265,-0.9187497647865497,Q
22,-1.3055598751548203,-1.4404092147810363,-0.4950722063065735,-0.9757049167112666,0.03743465259659227,1.3510496788720425,-0.21437932114469013,-0.9187497647865497,T
23,-0.02323451427686024,-0.6599111303697459,-1.3381070403748128,-1.348243407287472,0.03743465259659227,-1.6938143752503971,-2.1366533365325986,-0.9187497647865497,A
24,1.2590908466011,0.5108359962471896,-0.4950722063065735,-0.603166426135061,0.5178059966408579,0.9704416721067376,1.0671366891139153,0.683803944232195,H
25,-0.4506763012361803,-0.26966208816410075,-1.3381070403748128,-0.9757049167112666,0.03743465259659227,-2.074422382015702,-0.8551373262739929,-0.5181113375318634,A
26,-0.8781180881955003,-0.6599111303697459,0.7694800447957852,-0.9757049167112666,-0.923308035491939,1.7316576856373473,1.7078946942432183,1.0844423714868812,Y
27,2.54141620747906,-0.26966208816410075,-0.07355478927245392,0.5144490455935558,0.03743465259659227,0.20922565857612768,-1.4958953314032957,-0.5181113375318634,M
28,0.8316490596417798,0.9010850384528347,-0.916589623340693,-0.9757049167112666,0.03743465259659227,-1.313206368485092,-0.8551373262739929,-0.11747291027717734,K
29,-0.02323451427686024,0.12058695404154442,-0.4950722063065735,-0.9757049167112666,-1.4036793795362046,-0.5519903549544822,-0.21437932114469013,-0.5181113375318634,J
30,-0.4506763012361803,0.5108359962471896,0.3479626277616657,-0.603166426135061,0.03743465259659227,0.20922565857612768,-0.21437932114469013,0.683803944232195,S
31,2.11397442051974,1.6815831228641251,-0.4950722063065735,-0.603166426135061,0.5178059966408579,-0.5519903549544822,-1.4958953314032957,-0.9187497647865497,K
32,1.68653263356042,-0.6599111303697459,-0.916589623340693,-0.9757049167112666,0.5178059966408579,1.3510496788720425,1.0671366891139153,0.683803944232195,W
33,-0.02323451427686024,-0.26966208816410075,0.3479626277616657,0.5144490455935558,-1.4036793795362046,-0.5519903549544822,-0.21437932114469013,0.683803944232195,D
34,-0.4506763012361803,-1.050160172575391,-0.916589623340693,-0.603166426135061,0.5178059966408579,1.7316576856373473,1.0671366891139153,-0.9187497647865497,V
35,1.2590908466011,-1.4404092147810363,-1.3381070403748128,3.8672954607794057,0.03743465259659227,-0.17138234818917727,-0.21437932114469013,-1.720026619295922,N
36,-0.02323451427686024,0.12058695404154442,1.1909974618299048,-0.603166426135061,0.5178059966408579,0.9704416721067376,0.42637868398461265,1.0844423714868812,E
37,-0.4506763012361803,0.5108359962471896,0.7694800447957852,0.14191055501735017,0.5178059966408579,-0.17138234818917727,-0.21437932114469013,-0.5181113375318634,E
38,-1.3055598751548203,-0.26966208816410075,0.7694800447957852,-1.348243407287472,0.9981773406851235,-1.313206368485092,-1.4958953314032957,0.28316551697750886,L
39,-0.02323451427686024,-1.050160172575391,0.3479626277616657,0.5144490455935558,0.03743465259659227,0.9704416721067376,0.42637868398461265,-1.3193881920412358,U
40,-0.8781180881955003,-0.26966208816410075,-1.7596244574089324,0.8869875361697613,-1.8840507235804702,-0.17138234818917727,0.42637868398461265,0.683803944232195,P
41,-0.8781180881955003,0.9010850384528347,2.034032295898144,-0.9757049167112666,-0.44293669144767334,-0.17138234818917727,-0.8551373262739929,1.4850807987415673,Z
42,-1.3055598751548203,-0.6599111303697459,0.7694800447957852,-1.7207818978636777,-0.923308035491939,-0.17138234818917727,0.42637868398461265,1.8857192259962534,I
43,-1.3055598751548203,-1.4404092147810363,0.3479626277616657,-1.348243407287472,0.03743465259659227,1.7316576856373473,-0.21437932114469013,-0.5181113375318634,T
44,0.4042072726824598,2.0718321650697704,-0.4950722063065735,-0.23062793555885538,-0.44293669144767334,-0.17138234818917727,0.42637868398461265,-0.5181113375318634,F
45,-1.3055598751548203,-1.4404092147810363,-0.4950722063065735,-0.23062793555885538,0.03743465259659227,-0.17138234818917727,-0.21437932114469013,-0.5181113375318634,I
46,-1.3055598751548203,-0.26966208816410075,2.034032295898144,-0.9757049167112666,0.5178059966408579,-2.074422382015702,-0.8551373262739929,-0.9187497647865497,L
47,1.2590908466011,-1.050160172575391,-0.916589623340693,-0.23062793555885538,0.03743465259659227,-2.074422382015702,-3.418169346791204,1.4850807987415673,M
48,4.25118335531634,0.5108359962471896,-0.07355478927245392,-0.603166426135061,0.9981773406851235,1.3510496788720425,-0.21437932114469013,0.683803944232195,M
49,-0.02323451427686024,0.12058695404154442,-0.4950722063065735,0.14191055501735017,0.03743465259659227,-0.17138234818917727,-0.21437932114469013,-0.5181113375318634,X
50,-0.4506763012361803,0.5108359962471896,-0.07355478927245392,-0.603166426135061,1.4785486847293892,-0.9325983617197872,-0.21437932114469013,1.0844423714868812,L
51,-0.8781180881955003,-1.050160172575391,0.3479626277616657,0.14191055501735017,2.919662716862186,0.20922565857612768,-1.4958953314032957,2.686996080505626,J
52,2.11397442051974,-1.4404092147810363,-1.7596244574089324,0.14191055501735017,0.5178059966408579,1.3510496788720425,1.7078946942432183,-0.11747291027717734,W
53,-0.4506763012361803,1.2913340806584799,-0.4950722063065735,-0.9757049167112666,-1.4036793795362046,-0.9325983617197872,0.42637868398461265,1.4850807987415673,J
54,2.11397442051974,-0.6599111303697459,-0.4950722063065735,-0.9757049167112666,-0.923308035491939,-0.9325983617197872,-2.1366533365325986,0.28316551697750886,M
55,-0.8781180881955003,0.5108359962471896,-0.07355478927245392,-1.348243407287472,-1.4036793795362046,-0.9325983617197872,-0.21437932114469013,0.28316551697750886,I
56,-0.02323451427686024,-1.4404092147810363,-0.07355478927245392,3.1222184796269947,0.03743465259659227,2.1122656924026524,0.42637868398461265,-0.5181113375318634,U
57,-0.8781180881955003,-0.6599111303697459,0.7694800447957852,-1.348243407287472,0.5178059966408579,-1.6938143752503971,-1.4958953314032957,-0.11747291027717734,L
58,1.68653263356042,0.9010850384528347,-0.4950722063065735,0.14191055501735017,-0.44293669144767334,-0.17138234818917727,-1.4958953314032957,-0.5181113375318634,K
59,0.8316490596417798,2.0718321650697704,0.7694800447957852,0.14191055501735017,-0.44293669144767334,-1.313206368485092,1.0671366891139153,-0.9187497647865497,D
60,0.8316490596417798,-1.050160172575391,-0.4950722063065735,-0.603166426135061,-1.4036793795362046,-0.9325983617197872,0.42637868398461265,0.683803944232195,N
61,-0.02323451427686024,2.0718321650697704,0.3479626277616657,0.14191055501735017,-0.44293669144767334,0.20922565857612768,0.42637868398461265,-0.5181113375318634,I
62,1.2590908466011,2.0718321650697704,0.7694800447957852,-0.603166426135061,-0.44293669144767334,-0.5519903549544822,-0.21437932114469013,0.683803944232195,D
63,-0.4506763012361803,-0.26966208816410075,1.1909974618299048,-0.9757049167112666,0.03743465259659227,0.5898336653414327,-0.21437932114469013,1.0844423714868812,X
64,0.4042072726824598,1.6815831228641251,-0.07355478927245392,-0.23062793555885538,-0.923308035491939,0.20922565857612768,0.42637868398461265,-0.5181113375318634,D
65,-1.3055598751548203,-1.4404092147810363,0.3479626277616657,0.5144490455935558,-1.4036793795362046,-2.074422382015702,-0.21437932114469013,-3.322580328314667,L
66,-0.02323451427686024,-0.6599111303697459,-0.07355478927245392,-0.603166426135061,-0.923308035491939,-0.9325983617197872,-0.21437932114469013,0.683803944232195,D
67,-1.3055598751548203,-1.4404092147810363,-0.4950722063065735,-0.23062793555885538,0.03743465259659227,-0.17138234818917727,-0.21437932114469013,-0.5181113375318634,I
68,-0.4506763012361803,0.12058695404154442,-1.3381070403748128,0.8869875361697613,0.03743465259659227,-0.5519903549544822,-0.8551373262739929,-0.5181113375318634,R
69,-0.02323451427686024,-0.26966208816410075,-1.3381070403748128,-0.9757049167112666,0.9981773406851235,-1.6938143752503971,-2.1366533365325986,-0.11747291027717734,A
70,-0.02323451427686024,-0.26966208816410075,0.7694800447957852,-0.9757049167112666,0.9981773406851235,0.20922565857612768,-0.21437932114469013,0.683803944232195,K
71,-0.4506763012361803,-0.6599111303697459,0.3479626277616657,-0.9757049167112666,-1.4036793795362046,-0.17138234818917727,0.42637868398461265,1.8857192259962534,F
72,1.68653263356042,-1.050160172575391,-0.4950722063065735,0.8869875361697613,0.03743465259659227,0.20922565857612768,-2.1366533365325986,-0.5181113375318634,M
73,-0.02323451427686024,0.9010850384528347,0.7694800447957852,-0.603166426135061,0.5178059966408579,-0.17138234818917727,-0.21437932114469013,-0.9187497647865497,K
74,2.11397442051974,-1.050160172575391,-1.3381070403748128,-0.603166426135061,0.5178059966408579,-1.313206368485092,-4.69968535704981,0.683803944232195,M
75,0.8316490596417798,1.6815831228641251,0.3479626277616657,0.14191055501735017,-0.923308035491939,-0.5519903549544822,-1.4958953314032957,-0.5181113375318634,D
76,2.54141620747906,0.9010850384528347,-0.916589623340693,0.8869875361697613,0.03743465259659227,0.20922565857612768,1.7078946942432183,-0.5181113375318634,Y
77,-0.8781180881955003,0.12058695404154442,-1.3381070403748128,1.6320645173221724,-1.8840507235804702,-0.17138234818917727,1.0671366891139153,0.683803944232195,P
78,-0.02323451427686024,-1.050160172575391,-0.4950722063065735,-0.23062793555885538,-0.44293669144767334,2.1122656924026524,0.42637868398461265,0.683803944232195,V
