,x,y,z,target
0,21.477861404418945,-7.027691841125488,0.9402192234992981,Z
1,-8.0723237991333,2.4858834743499756,14.95094108581543,P
2,14.379542350769043,-0.38588747382164,10.515410423278809,S
3,-28.89940071105957,-3.6547281742095947,-4.264328956604004,H
4,10.068432807922363,-8.363372802734375,-1.6044198274612427,H
5,17.62350845336914,9.316243171691895,13.595394134521484,F
6,8.724923133850098,-21.954668045043945,-0.39605677127838135,N
7,-5.619689464569092,18.196861267089844,-23.694286346435547,R
8,0.9395108222961426,-16.536588668823242,2.665475368499756,M
9,0.6673102974891663,29.387351989746094,-4.4350175857543945,D
10,-13.330547332763672,-18.433061599731445,-17.912044525146484,V
11,23.947330474853516,12.471808433532715,-2.4507784843444824,A
12,-5.218019485473633,-0.40911179780960083,9.481232643127441,K
13,6.450319290161133,8.18308162689209,-1.3886330127716064,D
14,0.9415067434310913,-6.176532745361328,0.8067631125450134,S
15,2.951145887374878,-5.0670857429504395,3.235006093978882,H
16,-24.42736053466797,7.436827659606934,-15.479039192199707,E
17,21.434001922607422,-6.977540969848633,0.9620940685272217,Z
18,-4.361748218536377,13.365055084228516,-6.290416240692139,O
19,-17.03388786315918,-0.5635292530059814,-3.3261404037475586,Q
20,-3.060250997543335,16.23957061767578,1.9064010381698608,Q
21,1.4773675203323364,22.215862274169922,21.62160301208496,L
22,-0.8587541580200195,-15.695755004882812,-27.614219665527344,V
23,-27.09664535522461,11.733351707458496,3.9941203594207764,X
24,-5.867141246795654,-9.04662799835205,8.582695007324219,V
25,-2.9631478786468506,-16.41562843322754,5.5601277351379395,M
26,29.633312225341797,-2.9358506202697754,6.386880397796631,Y
27,6.601263523101807,-12.6633882522583,10.620773315429688,D
28,-18.181276321411133,14.03077507019043,-0.8898593783378601,E
29,9.794428825378418,-22.733673095703125,5.915010929107666,N
30,17.881549835205078,17.431095123291016,2.0645244121551514,A
31,5.17737340927124,13.202459335327148,-5.4644646644592285,D
32,-13.536478042602539,-10.382126808166504,10.674656867980957,Z
33,14.816801071166992,-19.504383087158203,-0.3908814787864685,N
34,-10.573432922363281,-2.5938479900360107,-11.10395336151123,X
35,-8.98947811126709,-12.991283416748047,-3.2504184246063232,F
36,-2.695568323135376,-2.550710678100586,-13.26799201965332,N
37,1.8687546253204346,22.552845001220703,20.03729820251465,L
38,11.70859146118164,-20.585935592651367,2.1335339546203613,N
39,21.119159698486328,-7.319818019866943,2.8619978427886963,Z
40,4.013119697570801,4.594099998474121,-7.841367244720459,Y
41,4.200643539428711,-10.014817237854004,28.731216430664062,I
42,-0.3574845790863037,-12.84131908416748,-12.255247116088867,W
43,0.5563530325889587,-4.566965103149414,-25.325698852539062,U
44,2.555588483810425,5.3357319831848145,2.6336209774017334,O
45,28.978771209716797,2.1937484741210938,10.496644020080566,T
46,-2.567631244659424,-4.820098876953125,-3.816829204559326,O
47,-22.329172134399414,-11.839558601379395,7.902050971984863,P
48,12.127920150756836,-0.835794985294342,-24.010147094726562,C
49,1.032463788986206,6.857851982116699,-21.5396785736084,G
50,-18.22371482849121,-8.653453826904297,3.3703365325927734,B
51,-19.838346481323242,12.168349266052246,-6.527932167053223,K
52,4.219252109527588,-12.76471996307373,-10.411256790161133,W
53,-8.571554183959961,-20.342557907104492,-19.856555938720703,V
54,-5.392787456512451,-9.618134498596191,-19.909683227539062,W
55,-5.762020587921143,3.807833194732666,8.739450454711914,H
56,-12.045008659362793,-2.9413113594055176,23.283573150634766,Z
57,24.935728073120117,2.930321216583252,-16.922752380371094,J
58,20.570568084716797,9.65629768371582,17.60383415222168,F
59,0.32207587361335754,9.130496978759766,-3.40545654296875,D
60,15.597495079040527,-5.591329574584961,9.01901912689209,S
61,18.6164608001709,2.5011157989501953,2.0580642223358154,T
62,-4.991005897521973,12.011558532714844,-5.776663303375244,O
63,-20.647220611572266,13.470097541809082,9.841650009155273,Z
64,-4.040755748748779,9.991554260253906,18.472585678100586,B
65,25.605327606201172,0.8990896344184875,17.67254066467285,F
66,-2.786804437637329,-15.974459648132324,4.907524585723877,M
67,-3.305231809616089,-27.524919509887695,-13.974676132202148,T
68,-1.960006594657898,5.675135135650635,4.082559108734131,O
69,-21.12388801574707,12.708080291748047,-5.875085353851318,K
70,18.93754768371582,-5.971315383911133,5.094684600830078,Z
71,28.87688636779785,2.306702136993408,10.771888732910156,T
72,-6.855752944946289,-8.78283405303955,-18.75447654724121,W
73,11.243612289428711,21.2457218170166,-2.129565715789795,A
74,-24.295543670654297,2.630605459213257,-5.538872241973877,Q
75,-16.4960880279541,-12.789616584777832,17.48822593688965,Z
76,-21.201356887817383,-12.76944351196289,6.092166423797607,H
77,-9.037211418151855,-10.057488441467285,2.191279888153076,R
78,4.4667181968688965,24.587804794311523,-10.64391803741455,I
