,x,y,target
0,-38.47442626953125,-7.275730133056641,Z
1,44.3145637512207,10.417591094970703,P
2,-23.153532028198242,-9.857105255126953,S
3,82.95265197753906,-25.890907287597656,H
4,-34.802486419677734,-21.23594856262207,H
5,32.39044952392578,-54.04644012451172,F
6,-47.755714416503906,-39.9833869934082,N
7,-73.75732421875,38.26921081542969,R
8,-41.34831237792969,-52.00055694580078,M
9,23.71999168395996,74.94293212890625,D
10,-28.97289276123047,82.07655334472656,V
11,-18.093931198120117,-71.77182006835938,A
12,18.18352699279785,16.440950393676758,K
13,-7.164785385131836,9.61017894744873,D
14,-10.51407241821289,-33.23271942138672,S
15,-13.172831535339355,-21.676647186279297,H
16,-63.06998825073242,-54.204315185546875,E
17,-38.52250289916992,-7.384034633636475,Z
18,-2.5501606464385986,30.671419143676758,O
19,21.53863525390625,32.56678771972656,Q
20,-9.211165428161621,38.98603057861328,Q
21,-88.94473266601562,22.94767951965332,L
22,14.645594596862793,-78.30237579345703,V
23,63.2662239074707,41.684749603271484,X
24,39.54670333862305,-16.465538024902344,V
25,35.44978713989258,-29.900938034057617,M
26,53.02025604248047,-35.9871826171875,Y
27,-14.470864295959473,9.482168197631836,D
28,49.10512161254883,40.57640075683594,E
29,-54.265663146972656,-41.10423278808594,N
30,-3.1125168800354004,-72.10375213623047,A
31,-0.8717836141586304,50.166751861572266,D
32,31.920251846313477,4.673911094665527,Z
33,-50.54235076904297,-32.24227523803711,N
34,63.84823989868164,-5.648361682891846,X
35,10.92340087890625,-22.08900260925293,F
36,-44.577972412109375,39.67573547363281,N
37,-86.74319458007812,26.488475799560547,L
38,-51.669803619384766,-35.39685821533203,N
39,-37.87889099121094,-4.932411193847656,Z
40,8.041377067565918,-29.990175247192383,Y
41,74.59429931640625,-53.848609924316406,I
42,-42.15849685668945,56.492401123046875,W
43,-57.5789680480957,20.479398727416992,U
44,0.6085333824157715,-37.98386764526367,O
45,55.817222595214844,-44.98762893676758,T
46,7.332779407501221,-3.090034246444702,O
47,50.03853988647461,-10.437117576599121,P
48,-61.63774871826172,6.483709812164307,C
49,-35.132774353027344,14.124638557434082,G
50,41.8171272277832,-12.51774787902832,B
51,43.944332122802734,43.67171859741211,K
52,-38.17657470703125,56.10517501831055,W
53,-13.667014122009277,81.52650451660156,V
54,-53.27193069458008,62.500091552734375,W
55,18.160245895385742,12.250614166259766,H
56,67.57959747314453,11.365898132324219,Z
57,-82.49105834960938,-18.361221313476562,J
58,35.518917083740234,-61.840736389160156,F
59,0.9303088188171387,18.123443603515625,D
60,-32.478336334228516,-3.2185306549072266,S
61,11.351619720458984,-35.949317932128906,T
62,0.8258909583091736,23.573415756225586,O
63,64.59910583496094,34.29042434692383,Z
64,36.73398971557617,33.91937255859375,B
65,52.396400451660156,-57.278343200683594,F
66,34.9514045715332,-29.853750228881836,M
67,-73.16822814941406,51.49201965332031,T
68,-0.3525170385837555,-37.744136810302734,O
69,43.931480407714844,46.37416458129883,K
70,-37.1945915222168,-4.847226619720459,Z
71,56.18395233154297,-45.53337097167969,T
72,-53.22584915161133,59.382179260253906,W
73,-8.90535831451416,-81.70478057861328,A
74,21.34217071533203,44.37105941772461,Q
75,27.295766830444336,-38.19802474975586,Z
76,53.82805633544922,-14.273590087890625,H
77,29.394254684448242,-17.018138885498047,R
78,50.525455474853516,71.89718627929688,I
79,-18.555479049682617,4.420538425445557,R
80,-45.83414077758789,17.164196014404297,U
81,84.80789947509766,-5.202995777130127,U
82,-3.635143995285034,-44.23633575439453,C
83,-1.380262017250061,29.3856143951416,O
84,-3.5095200538635254,-44.97416687011719,E
85,-11.502850532531738,-11.946300506591797,D
86,-58.741111755371094,-6.903079509735107,U
87,-18.340686798095703,0.08278420567512512,R
88,50.80629348754883,46.54143142700195,E
89,-29.599637985229492,17.647109985351562,G
90,-14.856790542602539,-12.562527656555176,B
