,x,y,target
0,5.32694149017334,-4.180903911590576,1
1,-35.24622344970703,-52.678680419921875,1
2,12.971245765686035,-21.33819007873535,1
3,46.969696044921875,-13.040560722351074,1
4,61.57767868041992,-3.7849984169006348,0
5,15.195837020874023,44.42072677612305,0
6,-78.7509765625,10.22148323059082,1
7,-6.989450931549072,-61.893333435058594,1
8,54.04435348510742,1.4636999368667603,1
9,-7.878422737121582,4.50933837890625,0
10,81.59981536865234,-14.252482414245605,1
11,31.47651481628418,-19.772279739379883,0
12,-20.037736892700195,38.91831588745117,1
13,12.47998332977295,17.883182525634766,1
14,58.240291595458984,-18.620647430419922,1
15,54.731285095214844,19.142749786376953,1
16,39.368717193603516,14.467887878417969,1
17,-1.0435351133346558,-1.1775189638137817,1
18,68.66983795166016,-8.079426765441895,1
19,10.29109001159668,20.01787567138672,0
20,-1.9038323163986206,52.64265441894531,0
21,-24.20954132080078,-37.80833435058594,1
22,17.707340240478516,36.32844161987305,0
23,59.54690933227539,-28.37021827697754,0
24,53.68025207519531,-40.692543029785156,0
25,-43.26511764526367,14.886995315551758,1
26,26.165515899658203,0.6850272417068481,1
27,-30.04595375061035,76.70182037353516,0
28,-31.547266006469727,14.994236946105957,1
29,1.345274567604065,15.500748634338379,1
30,14.446306228637695,-56.33010482788086,0
31,1.3394254446029663,57.53351974487305,0
32,68.13699340820312,-20.46445083618164,0
33,-42.496376037597656,-47.51747131347656,1
34,3.099684238433838,-8.22490406036377,1
35,38.67910385131836,-46.33709716796875,1
36,-22.987661361694336,-43.278324127197266,1
37,-55.957244873046875,41.45455551147461,0
38,82.43709564208984,-16.101383209228516,1
39,-4.141104698181152,52.794864654541016,1
40,-7.222960948944092,17.1310977935791,1
41,6.919163703918457,-15.552215576171875,0
42,43.122982025146484,-27.900758743286133,0
43,38.948490142822266,24.92148780822754,0
44,20.17103385925293,-27.95608901977539,1
45,-36.09577178955078,45.96485900878906,1
46,8.15677261352539,-9.595672607421875,1
47,-57.30364990234375,-37.18863296508789,1
48,-58.988285064697266,-3.6456668376922607,0
49,-56.773860931396484,8.540215492248535,0
50,-5.100637912750244,30.850849151611328,1
51,-17.274667739868164,20.933692932128906,1
52,25.13673973083496,-4.964713096618652,0
53,-7.474178314208984,21.44565200805664,0
54,-62.49945831298828,-36.564510345458984,1
55,-27.102325439453125,3.029799222946167,1
56,9.227532386779785,-16.02196502685547,0
57,46.03266525268555,-1.3747738599777222,0
58,-62.88417434692383,32.94316864013672,1
59,-47.382869720458984,-29.25874137878418,1
60,-18.398609161376953,47.288021087646484,0
61,16.315704345703125,-10.703654289245605,1
62,29.525569915771484,-43.984249114990234,0
63,-45.133907318115234,61.63779830932617,0
64,13.792389869689941,37.64524841308594,0
65,28.69304084777832,-32.7359504699707,0
66,11.913536071777344,-10.8799467086792,0
67,-22.371992111206055,2.9542908668518066,1
68,-6.311502456665039,-13.43765926361084,0
69,-41.971038818359375,-12.068755149841309,1
70,-2.454525947570801,-15.854896545410156,0
71,-27.548337936401367,-7.248116970062256,0
72,-49.52377700805664,-8.231184959411621,1
73,27.420690536499023,-44.89989471435547,0
74,-65.36317443847656,31.548921585083008,1
75,-50.734249114990234,0.5298066139221191,1
76,7.42438268661499,-30.05254364013672,1
77,55.763038635253906,-19.408254623413086,1
78,1.8674771785736084,35.16346740722656,1
79,65.19198608398438,-0.7351030111312866,0
80,-23.722658157348633,16.344802856445312,1
81,5.375607490539551,-27.05138397216797,0
82,90.59283447265625,-5.556246280670166,1
83,-70.12138366699219,-17.148550033569336,1
84,-9.209247589111328,25.623779296875,1
85,7.2076640129089355,-5.868082046508789,1
86,14.1339111328125,-3.8850791454315186,0
87,8.69307804107666,18.017452239990234,0
88,-37.522037506103516,67.95198059082031,1
89,-47.72944259643555,-47.37519073486328,0
90,18.376073837280273,59.353878021240234,1
91,2.835766315460205,34.767398834228516,1
92,-21.29770851135254,-66.89665985107422,1
