,x,y,z,target
0,0.15141402184963226,-8.290924072265625,19.19188690185547,Z
1,-11.985177040100098,14.1010160446167,0.35565605759620667,P
2,-7.089116096496582,8.082419395446777,13.927998542785645,S
3,-24.909156799316406,-13.441576957702637,4.614969730377197,H
4,0.16773125529289246,-4.930595397949219,8.655056953430176,H
5,13.71060562133789,-9.304831504821777,19.409347534179688,F
6,2.3247156143188477,-3.9134647846221924,2.7546043395996094,N
7,-31.61942481994629,3.2338650226593018,-11.99649429321289,R
8,14.811103820800781,4.66262149810791,-1.2648780345916748,M
9,-17.5540771484375,5.65210485458374,-21.99106788635254,D
10,7.6521501541137695,-24.8116455078125,-15.744060516357422,V
11,13.051722526550293,23.08644676208496,8.180559158325195,A
12,-0.7422842383384705,19.46463394165039,-2.3779990673065186,K
13,-2.87591814994812,-6.769342422485352,-0.44937512278556824,D
14,9.217270851135254,8.371463775634766,3.4546594619750977,S
15,2.843029022216797,5.5901336669921875,4.213400840759277,H
16,-28.71135711669922,10.976630210876465,-6.589411735534668,E
17,0.17635662853717804,-8.319029808044434,19.09819793701172,Z
18,-9.554729461669922,-5.215905666351318,-6.652274131774902,O
19,-5.673122882843018,-1.222406029701233,-19.79448890686035,Q
20,-12.721885681152344,-2.3404994010925293,-1.0133414268493652,Q
21,4.368131637573242,16.97804832458496,27.28548812866211,L
22,-10.902802467346191,-23.572237014770508,-12.81656265258789,V
23,-13.875043869018555,11.866189956665039,-14.496395111083984,X
24,3.244525671005249,13.617803573608398,-15.758049011230469,V
25,14.144798278808594,11.052634239196777,-11.939373016357422,M
26,19.567564010620117,-10.017301559448242,10.171622276306152,Y
27,-8.343159675598145,-4.2163848876953125,12.236040115356445,D
28,-8.75987434387207,9.898859977722168,-0.4454117715358734,E
29,5.119551181793213,-7.353797912597656,1.7420272827148438,N
30,7.193539619445801,25.08169937133789,3.0455822944641113,A
31,-10.024715423583984,-13.274295806884766,-14.149755477905273,D
32,4.617004871368408,6.332550525665283,-9.895047187805176,Z
33,-2.7433998584747314,-13.66940689086914,6.518277168273926,N
34,-7.814054012298584,-11.378807067871094,-2.4825172424316406,X
35,11.326478004455566,-2.491647481918335,-13.540291786193848,F
36,6.319580078125,-6.057651519775391,-11.617783546447754,N
37,3.434598207473755,12.46059513092041,27.528324127197266,L
38,-1.382067084312439,-12.419624328613281,2.3117847442626953,N
39,-2.0288493633270264,-8.849854469299316,20.117162704467773,Z
40,16.448253631591797,-6.1555633544921875,8.645099639892578,Y
41,-13.80774974822998,-6.328191757202148,27.78288459777832,I
42,7.277200698852539,-9.646187782287598,-5.171070098876953,W
43,-10.44424819946289,-22.57584571838379,-5.198200225830078,U
44,10.128125190734863,8.42757797241211,11.537606239318848,O
45,22.769453048706055,-14.203205108642578,10.479125022888184,T
46,11.283478736877441,9.991860389709473,-3.8167226314544678,O
47,0.8062896132469177,3.554312229156494,-21.12379264831543,P
48,-6.240976810455322,-19.242639541625977,12.939555168151855,C
49,-18.951597213745117,0.31233304738998413,10.346851348876953,G
50,-0.30014768242836,11.426811218261719,-13.733843803405762,B
51,-18.086841583251953,5.459754943847656,-9.897047996520996,K
52,7.101968288421631,-12.71633529663086,0.8471757173538208,W
53,2.008388042449951,-24.26852035522461,-14.497693061828613,V
54,1.4540499448776245,-13.734831809997559,-15.169148445129395,W
55,-1.12057363986969,18.42087173461914,-2.847604274749756,H
56,-5.984715938568115,7.6053361892700195,21.850627899169922,Z
57,28.276533126831055,0.7445493936538696,-12.124771118164062,J
58,11.878087043762207,-13.153639793395996,22.010448455810547,F
59,-4.213851451873779,-2.8154308795928955,-3.5611441135406494,D
60,-3.669365882873535,-3.1647324562072754,15.14991569519043,S
61,16.63362693786621,2.817772626876831,11.36873722076416,T
62,-7.7970662117004395,1.0974565744400024,-1.2913594245910645,O
63,-10.340710639953613,11.927565574645996,-5.462193965911865,Z
64,-11.619950294494629,18.0628719329834,4.151127815246582,B
65,8.033085823059082,-16.944868087768555,14.384538650512695,F
66,14.386338233947754,11.677668571472168,-13.02947998046875,M
67,1.9429751634597778,-33.03166580200195,-3.822408676147461,T
68,7.26690149307251,12.655570983886719,7.466421604156494,O
69,-20.3220157623291,4.9312238693237305,-9.648848533630371,K
70,-2.494077682495117,-5.560500621795654,21.167984008789062,Z
71,22.635025024414062,-14.201430320739746,10.323576927185059,T
72,5.531454086303711,-12.418789863586426,-13.169694900512695,W
73,8.54405403137207,25.30248260498047,-6.418388843536377,A
74,-6.75230598449707,-4.086988925933838,-26.886690139770508,Q
75,19.413414001464844,11.135319709777832,18.07720184326172,Z
76,3.3022005558013916,1.05953049659729,-19.89984893798828,H
