,x,y,target
0,27.980955123901367,-38.85491943359375,Z
1,-24.67253875732422,14.199350357055664,P
2,13.576956748962402,-27.639881134033203,S
3,88.03421783447266,-3.5337653160095215,H
4,7.967394828796387,-45.797019958496094,H
5,47.27826690673828,-12.645502090454102,F
6,-14.279679298400879,-51.05543899536133,N
7,-66.9323959350586,-10.163372039794922,R
8,-25.523344039916992,-43.2262077331543,M
9,26.889955520629883,69.44896697998047,D
10,-42.93889617919922,80.53104400634766,V
11,-28.825439453125,-77.91926574707031,A
12,-9.988862037658691,-6.128462791442871,K
13,-1.6141103506088257,-6.823910713195801,D
14,-20.286941528320312,-20.04398536682129,S
15,-1.2271356582641602,-26.18996238708496,H
16,-67.26626586914062,-63.776485443115234,E
17,27.982540130615234,-38.790775299072266,Z
18,12.6364164352417,46.562442779541016,O
19,-18.7550048828125,25.9465389251709,Q
20,7.2140326499938965,50.525272369384766,Q
21,-86.27342987060547,10.561395645141602,L
22,-22.5017032623291,85.49412536621094,V
23,49.85102081298828,34.13914108276367,X
24,-39.35480499267578,4.8457350730896,V
25,-36.130733489990234,-17.968507766723633,M
26,60.78975296020508,-31.066831588745117,Y
27,-9.309200286865234,-38.444950103759766,D
28,38.45404815673828,26.62013053894043,E
29,-6.811732769012451,-49.929283142089844,N
30,-45.2482795715332,-55.73307800292969,A
31,19.593765258789062,60.60580825805664,D
32,-27.067121505737305,-0.5168768763542175,Z
33,-11.070505142211914,-58.64748001098633,N
34,15.240347862243652,26.873802185058594,X
35,-49.40228271484375,-6.429996013641357,F
36,-11.851941108703613,49.65325927734375,N
37,-84.7998046875,10.920641899108887,L
38,-9.79658317565918,-54.365169525146484,N
39,25.99701499938965,-38.72571563720703,Z
40,42.6392822265625,-32.31149673461914,Y
41,58.73402786254883,-71.94978332519531,I
42,-45.28313446044922,34.994781494140625,W
43,-2.2842319011688232,64.0313491821289,U
44,13.0073881149292,-2.5381808280944824,O
45,64.7742919921875,-22.764041900634766,T
46,-25.098655700683594,-21.991830825805664,O
47,-50.805572509765625,12.288896560668945,P
48,50.533931732177734,-50.349117279052734,C
49,27.286745071411133,2.435938596725464,G
50,-41.64610290527344,7.813198566436768,B
51,39.97720718383789,16.406505584716797,K
52,-42.69522476196289,41.90810012817383,W
53,-31.03853416442871,74.87496948242188,V
54,-52.76922607421875,53.97987365722656,W
55,-7.6865553855896,5.5772013664245605,H
56,74.93885803222656,34.4251708984375,Z
57,3.9595165252685547,-88.48883056640625,J
58,52.45713424682617,-10.609435081481934,F
59,16.049869537353516,53.45712661743164,D
60,18.509296417236328,-35.17539978027344,S
61,39.1664924621582,-25.46673011779785,T
62,5.9980244636535645,42.55094909667969,O
63,53.831668853759766,38.02789306640625,Z
64,-65.83998107910156,16.487903594970703,B
65,70.01126098632812,-11.829407691955566,F
66,-36.77524185180664,-17.843896865844727,M
67,-80.06355285644531,29.884973526000977,T
68,10.064906120300293,-2.3189985752105713,O
69,41.30054473876953,16.974889755249023,K
70,24.3966064453125,-37.10954284667969,Z
71,64.77091217041016,-22.433361053466797,T
72,-54.663211822509766,53.36747741699219,W
73,-45.22224044799805,-66.0779800415039,A
74,-24.901323318481445,34.05825424194336,Q
75,4.9035868644714355,6.240993976593018,Z
76,-52.378814697265625,11.2824068069458,H
77,-54.81794738769531,1.5250493288040161,R
78,25.46744155883789,81.39806365966797,I
79,-13.361045837402344,-22.354434967041016,R
80,-10.865930557250977,53.70973205566406,U
81,85.2824935913086,16.628618240356445,U
82,22.80820083618164,3.819817543029785,C
83,9.797779083251953,41.13278579711914,O
