,0,1,2,3,4,5,6,7,8,9,10,Class
0,0.014379813979462603,0.00047766285360656765,-0.0029333556543375953,-0.001894745976695108,-0.0007286404753904196,-0.0020730831983355766,0.010780424118123124,0.0015601324840368571,0.0021287365994280363,0.009005857799388043,-0.009944522528257768,G
1,-0.004401624184369915,-0.006280668010359614,2.9007460657643824e-05,0.002732462483508191,0.013263117437099592,0.0051210775172987584,-0.00664124936467155,0.0049233347507550325,0.003704211228249178,0.009212832269884777,-0.0021118856494352187,O
2,-0.008395625133364946,0.005625355333272566,-0.007641787135378752,0.004683339815787627,-0.002371148299351046,-0.013232467318162008,0.01212047372700936,-0.0018728058370232662,-0.0029296897325454562,-0.002469753843103228,0.003672600119389873,Q
3,0.015342507487320982,-0.0033728588504865838,0.0013798002671031955,-0.0059358823851341684,-0.00811386571204975,0.014602353352044108,0.015289225525368282,-0.0039876339720916875,-0.015303045324502098,-0.00923568916393439,-0.0028370092649299063,A
4,-0.007735611482176685,0.00378202672588879,-0.003391293569242834,-0.0005463160630785301,-0.0036739976809424956,0.003602929888933058,-0.0027661205840420065,0.005224630250864773,0.004703800627330464,0.014505805375434791,0.00610055304161658,X
5,0.0006233530942844255,0.014111318175168778,-0.0010187695613963301,0.004874550740797897,0.0028923434469940996,0.009491420896823703,0.005588262913542483,-0.006136484359561244,-0.013513590814963575,0.0029519096610342416,-0.0012903370129592631,I
6,-0.005457148451189246,0.0012484285531584643,-0.018167872128236128,0.002456078380111594,0.006297341948634125,0.004367993582676228,-0.010421673057072957,0.0028534097017888834,0.0015302780785880056,0.009573933643773316,-0.00402073139190941,C
7,-0.007777983089745321,0.001209136748865075,3.462289515201149e-05,-0.018536211817631508,0.02622968777809486,-0.005037291434113565,0.008255806078428438,-0.005472806846628911,-0.0016973111636535497,-0.003953108097212327,-0.0013389963681079862,M
8,0.015096796996859152,-0.005720514459460624,0.0006213287705444678,-0.003233637404218056,0.023241408389418246,0.0026074118290017084,0.013518176973010287,0.0007447920005255708,0.002389652167328793,-0.005347483257965505,-0.0008966456687388201,N
9,-0.0012611286098435294,0.0007763092111013681,0.004803621249443423,0.0007654351226231703,-0.0009056608450853804,-0.000615065195318797,-0.0018805096030531715,0.0038374719035497414,0.0025800595003523706,0.026143926793689567,0.002166035229418376,Z
10,-0.005252407373582606,-0.0009573445344522377,-0.004687536142744474,-0.0008017441743560365,-0.009405501959956887,0.019502651497337892,-0.014185977253598893,0.007273544334231862,-0.007831034402022105,0.001352932426905872,-0.006228755380410286,L
11,-0.013745553093397348,0.004470644668344522,-0.0012850391790727063,-0.00232028268372947,-0.007068508250768944,-0.006173060687818307,0.01594934900671399,0.006154954557137608,0.004944537386547747,-0.008028315780756601,-0.01589398526203449,G
12,0.004531075408299532,-0.003022209848738258,0.005410156614222071,-0.006968302748425164,-0.00504228961780677,0.007518161517396273,0.005541902987986998,0.01228270167972081,-0.016616577187436175,-0.008318040640185764,-0.006048525597672567,A
